contracts_per_fill,fee_bps,p_informed,policy,param,hours,mean_net,sd_net,mean_hedge_cost,turnover_btc_per_h,contracts_per_h,cost_c_per_contract,se_mean,util_lam0.0001,util_lam0.001,util_lam0.01
250,0.6,0.3,mv_band,0.0001,14967,-93.6566,356.312,0.353522,0.0386565,5000.63,0.00706954,2.91248,-100.004,-157.136,-728.449
250,0.6,0.3,mv_band,0.001,14967,-72.1675,234.459,23.7678,2.47243,5000.63,0.475295,1.91646,-74.9161,-99.653,-347.022
250,0.6,0.3,mv_band,0.01,14967,-93.6017,178.583,87.5692,8.99002,5000.63,1.75116,1.45973,-95.1963,-109.548,-253.061
250,0.6,0.3,none,0,14967,-94.8192,365.978,0,0,5000.63,0,2.99149,-101.516,-161.789,-764.519
250,0.6,0.3,timed,5,14967,-94.2409,223.44,56.3006,5.785,5000.63,1.12587,1.82639,-96.7372,-119.204,-343.867
250,0.6,0.3,timed,15,14967,-106.457,280.455,27.9688,2.88264,5000.63,0.559306,2.29243,-110.389,-145.784,-499.731
250,5,0.3,band,0.02,14967,-559.538,397.43,556.559,11.4159,5000.63,11.1298,3.24858,-567.435,-638.513,-1349.29
250,5,0.3,band,0.05,14967,-525.367,392.677,517.901,10.629,5000.63,10.3567,3.20973,-533.077,-602.465,-1296.34
250,5,0.3,band,0.1,14967,-486.324,386.376,470.898,9.67229,5000.63,9.41676,3.15822,-493.788,-560.967,-1232.76
250,5,0.3,band,0.25,14967,-421.617,375.761,386.174,7.94474,5000.63,7.72251,3.07146,-428.677,-492.215,-1127.6
250,5,0.3,band,0.5,14967,-369.914,373.311,313.748,6.46344,5000.63,6.27417,3.05143,-376.882,-439.594,-1066.72
250,5,0.3,continuous,0,14967,-594.287,400.67,593.497,12.1673,5000.63,11.8684,3.27506,-602.314,-674.555,-1396.97
250,5,0.3,fill_only,0,14967,-257.36,296.751,253.467,5.19651,5000.63,5.06871,2.42563,-261.763,-301.391,-697.665
250,5,0.3,mv_band,0.0001,14967,-94.7974,365.893,0.00233649,4.92241e-05,5000.63,4.67238e-05,2.9908,-101.491,-161.736,-764.187
250,5,0.3,mv_band,0.001,14967,-98.7776,335.476,10.7464,0.227351,5000.63,0.214901,2.74217,-104.405,-155.05,-661.499
250,5,0.3,mv_band,0.01,14967,-244.189,249.692,214.824,4.44633,5000.63,4.29594,2.04097,-247.306,-275.362,-555.919
250,5,0.3,none,0,14967,-94.8192,365.978,0,0,5000.63,0,2.99149,-101.516,-161.789,-764.519
250,5,0.3,timed,5,14967,-319.443,267.515,281.503,5.785,5000.63,5.62934,2.18666,-323.021,-355.225,-677.266
250,5,0.3,timed,15,14967,-218.332,291.509,139.844,2.88264,5000.63,2.79653,2.38278,-222.581,-260.821,-643.22
250,12,0.3,band,0.02,14967,-1267.89,839.509,1264.91,11.4159,5000.63,25.2949,6.86211,-1303.12,-1620.27,-4791.76
250,12,0.3,band,0.05,14967,-1184.51,828.049,1177.05,10.629,5000.63,23.5379,6.76844,-1218.8,-1527.35,-4612.84
250,12,0.3,band,0.1,14967,-1085.65,811.442,1070.22,9.67229,5000.63,21.4017,6.6327,-1118.57,-1414.87,-4377.84
250,12,0.3,band,0.25,14967,-913.111,774.15,877.669,7.94474,5000.63,17.5512,6.32787,-943.077,-1212.77,-3909.65
250,12,0.3,band,0.5,14967,-769.23,738.693,713.064,6.46344,5000.63,14.2595,6.03805,-796.513,-1042.06,-3497.57
250,12,0.3,continuous,0,14967,-1349.65,847.216,1348.86,12.1673,5000.63,26.9737,6.92511,-1385.54,-1708.53,-4938.52
250,12,0.3,fill_only,0,14967,-579.955,372.711,576.062,5.19651,5000.63,11.5198,3.04653,-586.901,-649.412,-1274.52
250,12,0.3,mv_band,0.0001,14967,-94.8192,365.978,0,0,5000.63,0,2.99149,-101.516,-161.789,-764.519
250,12,0.3,mv_band,0.001,14967,-96.426,359.296,2.69795,0.0261082,5000.63,0.0539522,2.93687,-102.881,-160.973,-741.894
250,12,0.3,mv_band,0.01,14967,-288.89,309.557,236.579,2.16752,5000.63,4.73098,2.53031,-293.681,-336.802,-768.017
250,12,0.3,none,0,14967,-94.8192,365.978,0,0,5000.63,0,2.99149,-101.516,-161.789,-764.519
250,12,0.3,timed,5,14967,-677.719,410.505,639.779,5.785,5000.63,12.794,3.35546,-686.145,-761.977,-1520.29
250,12,0.3,timed,15,14967,-396.315,337.142,317.828,2.88264,5000.63,6.35575,2.75578,-401.999,-453.148,-964.639
